02.11.2017 11:49:29; WARNING; 0; Client started
02.11.2017 11:49:29; WARNING; 0; GpsGate client started
02.11.2017 11:49:29; WARNING; 0; GpsGate Data Should Received
02.11.2017 12:02:07; WARNING; 0; Client started
02.11.2017 12:02:07; WARNING; 0; GpsGate client started
02.11.2017 12:02:07; WARNING; 0; GpsGate Data Should Received
02.11.2017 12:42:31; WARNING; 0; Client started
02.11.2017 12:42:31; WARNING; 0; GpsGate client started
02.11.2017 12:42:31; WARNING; 0; GpsGate Data Should Received
02.11.2017 12:49:59; WARNING; 0; Client started
02.11.2017 12:49:59; WARNING; 0; GpsGate client started
02.11.2017 12:49:59; WARNING; 0; GpsGate Data Should Received
02.11.2017 13:13:15; WARNING; 0; Client started
02.11.2017 13:13:15; WARNING; 0; GpsGate client started
02.11.2017 13:13:15; WARNING; 0; GpsGate Data Should Received
